,as_of_year,state_code,applicant_income,loan_amount,conventional_loans,FHA_loans,VA_loans,FSA_RHS_loans,purchase,improvement,refinancing,multifamily,loans_originated,loans_approved_not_originated,loans_denied,other_loans,race_black,race_other,race_white,race_msrpd,subprime,subprime_originated,subprime_amount,subprime_amount_originated,total,did
2,1998,27,62.559077194176425,89.16084579799045,0.8919078017058434,0.07827939743078409,0.026466379017999014,0.003346421845373556,0.3069110329544703,0.10247430464169398,0.5893733510501025,0.001241311353733212,0.5821536965271009,0.06298482059638398,0.1373312659029687,0.2175302169735464,0.015520657596420245,0.03813299947318917,0.9463463429303905,0.0,0.16513280111931306,0.037736291720965154,68.083888716677,68.87085287966993,468859,0
3,1998,37,54.24502757176688,83.27001881158631,0.9192629116466374,0.04062691711447067,0.038029187232558555,0.002080984006333319,0.455564945792594,0.04785881382638866,0.49584185030661104,0.000734390074406315,0.45465873135069224,0.10310607545508002,0.25181815636272,0.19041703683150776,0.130231415603689,0.04385594245029185,0.8259126419460191,0.0,0.24397787411255897,0.051764954447451016,68.8665084250613,60.08588429101817,785686,0
4,1998,45,51.348297345530945,73.78921599843248,0.9445100296357981,0.02728452815400818,0.026130936344265106,0.002074505865928629,0.49639961791863624,0.04805652844791692,0.4550564549707316,0.00048739866271522693,0.3964632981459257,0.10019838840040167,0.3158294349604448,0.18750887849322787,0.18120943447059687,0.02552352494550442,0.7932670405838987,0.0,0.25019471454113495,0.049097455240147934,63.0417123502232,56.784745086301506,408290,0
5,1998,51,66.01622645526366,106.92843471929028,0.7928179194612939,0.11745283649092804,0.08880568099831654,0.0009235630494615611,0.3900108222216284,0.07438106244822702,0.5351054164551212,0.0005026988750233813,0.5357701146353847,0.055056382438607276,0.1610206290249312,0.24815287390107688,0.09241475830371697,0.05951553857253561,0.8480697031237474,0.0,0.1460949816957486,0.030165272693263502,75.81475130605759,71.6244048278153,598768,0
0,1999,01,49.26618739222678,67.67655771666843,0.8950603029663253,0.07332022590520426,0.02849216193391745,0.0031273091945529397,0.5610518051303706,0.07707101762905098,0.3609534994194025,0.0009236778211759738,0.4518433970231183,0.06723054998416553,0.2939604665892537,0.18696558640346247,0.16434867518209648,0.020442969492241107,0.8152083553256624,0.0,0.14992940462366727,0.037653066610366305,60.37926026975291,64.23611354476958,303136,0
1,1999,13,59.67702504789545,94.4186318674463,0.8553689672531075,0.10911328247690594,0.03283581233318561,0.0026819379368009212,0.49721408318597016,0.066781688817753,0.43524410654894824,0.0007601214473286034,0.4250541765805148,0.0752563258597619,0.22049832414733736,0.279191173412386,0.16635042746074977,0.04414441160146115,0.7895051609377891,0.0,0.24530266458422073,0.05125800099532884,72.2245862054853,79.40195858981534,697257,0
2,1999,27,62.80308831349851,90.93312600824984,0.899626866637838,0.07874123809844402,0.01787207817933706,0.0037598170843809635,0.3900784330988195,0.10016598090572233,0.5079637172472545,0.0017918687482035998,0.5286815522969324,0.07095489514201596,0.16263280414512066,0.23773074841593106,0.01919526449484579,0.04201051816597573,0.9387942173391784,0.0,0.17256317502569984,0.03737289254743144,78.36933165271151,84.25386267581237,386189,0
3,1999,37,54.624484859487,84.19393080007576,0.9221640917009714,0.04803015791285046,0.027467338265386432,0.0023384121207917254,0.48131938200823315,0.05268030317986698,0.46519861162616355,0.000801703185736353,0.41248095788190287,0.10712141868115158,0.26868528681231607,0.2117123366246295,0.13465812228041202,0.04508213122320431,0.8202597464963837,0.0,0.26716591921072924,0.05832690814695846,68.4598366303512,74.76235563178959,749654,1
4,1999,45,51.68193369535277,75.48935697768793,0.9496179231558476,0.030147573033593156,0.017848118711811457,0.0023863850987478497,0.4903523682638857,0.04747502590567781,0.46147072786021653,0.0007018779702199558,0.3635829977080494,0.10649147792529977,0.32565861676441915,0.2042669076022317,0.1795480416328489,0.023682638856985346,0.7967693195101657,0.0,0.2936912655753102,0.057076716538286804,61.61028069870514,64.58386620757501,391806,0
5,1999,51,65.7564466093228,104.18928924613941,0.8146501291390609,0.12035108436964562,0.06353533121542859,0.001463455275864942,0.4587407039799463,0.0932029022781362,0.44736813507257506,0.0006882586693424231,0.48779246465429493,0.0663481357246096,0.17563274517403887,0.2702266544470566,0.09623667404431661,0.0595597317964638,0.8442035941592196,0.0,0.189167895268765,0.043590319460695,68.96087818235785,71.16732455229152,552118,0
0,2000,01,49.95577253556127,66.66003765369915,0.8927888261327236,0.08498870011733768,0.019747441019894584,0.0024750327300441053,0.592936347138432,0.08038951582172219,0.32587427890147785,0.0007960852226208937,0.42404931955464503,0.07213814908299283,0.29741140250597065,0.2064011288563915,0.1499922655227186,0.019604070221507883,0.8304036642557735,0.0,0.20168875708836545,0.04564096179168223,58.886375965729464,57.23650491857485,265047,0
1,2000,13,62.88988172479036,96.48995546127291,0.8608299818800548,0.11451739891214854,0.023141805348903064,0.0015108138588935866,0.5509003501225184,0.08025809873160383,0.36828338481231043,0.0005467083736407995,0.4070260210269933,0.07512329583306734,0.24326067349888447,0.27459000964105484,0.1621530488812939,0.04634090049743914,0.791506050621267,0.0,0.27091855191028746,0.053957170145794354,71.87802697085408,78.88799902924403,610929,0
2,2000,27,65.39786703664151,92.25350343123391,0.9154502285008261,0.0696815874480849,0.011390803399973205,0.003477380651115709,0.4388912871965107,0.12539708531193713,0.43400866367953317,0.0016970093930958512,0.5145749289191242,0.07073849680694286,0.18177352367625824,0.2329130505976748,0.023347276597645027,0.044125221429953704,0.9325275019724013,0.0,0.22034624946038078,0.04247882459770457,79.3128859223629,87.44231847490889,335885,0
3,2000,37,55.814003361286936,85.22944566453013,0.8968237452942623,0.07991284174103265,0.021335543819038266,0.0019278691456667658,0.5603839228439595,0.06476333299511068,0.3741648336718426,0.0006517951884100841,0.4041904067442744,0.10156826393749645,0.2933405105327695,0.20090081878545962,0.12836409726366405,0.04972217015121992,0.821913732585116,0.0,0.25616410792627664,0.05990668494215533,67.92109538643321,74.0018372854108,581471,1
4,2000,45,53.53241872886459,77.63053483623963,0.9338792536641992,0.050998354688822266,0.013168781242823393,0.0019536104041551184,0.526678893772041,0.0578564395214441,0.4149172782840946,0.0005222211386308369,0.352124905229447,0.09538400556196971,0.34885315833682007,0.20363793087176324,0.15635489645235676,0.022188106570863207,0.82145699697678,0.0,0.3145941932784477,0.05554104941281581,61.90384096159038,72.66088926649674,317873,0
5,2000,51,68.4199678287086,102.56110411105179,0.8260736785904965,0.12750667378537106,0.044909770421783235,0.0015098772023491725,0.5598419647624132,0.111679658302189,0.32796155899626267,0.0005104111051788575,0.46268873465029364,0.07097277095568606,0.21649546182594767,0.2498430325680726,0.09630539241857981,0.06712012813667913,0.8365744794447411,0.0,0.22946930058729312,0.04421569674319274,62.65297024634943,71.14060085007728,468250,0
0,2001,01,60.45499727883149,84.71290047153852,0.9036090453786614,0.07198057368341175,0.02226438002731826,0.00214600091060859,0.3989103050538777,0.05875246623159812,0.5413446653513432,0.0009925633631810594,0.4803733495219305,0.06063135528911823,0.24003338898163606,0.21896190620731523,0.10937926847776597,0.017429048414023374,0.8731916831082106,0.0,0.18528152982243132,0.03560479587190773,68.06741370554218,68.07212276214834,329450,0
1,2001,13,75.11377846684628,119.31732545817853,0.8568641218249754,0.11544699383371615,0.02670096169565161,0.000987922645656845,0.3803655078569253,0.054149921965871976,0.5649047536720732,0.0005798165051295531,0.4821485906224971,0.05480736096458885,0.1919804203140418,0.27106362809887224,0.1322087480550273,0.04911974916173587,0.8186715027832369,0.0,0.2099947193182393,0.03879478141623416,85.47106725211702,96.22958224701388,850269,0
2,2001,27,72.9272450268386,119.5579319168364,0.9375352811788293,0.0508668331259965,0.0096743425534814,0.0019235431416927534,0.2675087550411164,0.06661971357433955,0.6645496484711637,0.0013218829133803925,0.5714551152621734,0.049711291569855404,0.13255105706393347,0.24628253610403766,0.015952843994811564,0.040336009541623384,0.943711146463565,0.0,0.16284818873727444,0.030298901262247768,101.37066698541716,110.31544212124751,565103,0
3,2001,37,67.50022547421206,108.03534578311944,0.9030269606511415,0.06657438901144279,0.029206013713962815,0.0011926366234528325,0.39843435880160394,0.04753567043021853,0.55336437629723,0.0006655944709474805,0.49453533355791485,0.0741417906392967,0.20814225791378244,0.223180617889006,0.09257060734816296,0.040853916955543725,0.8665754756962933,0.0,0.18805896351998957,0.04309384610369147,75.9681825404851,75.02849487785657,736184,1
4,2001,45,65.45301926453347,100.75842885322812,0.9459988271045476,0.03461107853068188,0.017542784027296476,0.0018473103374740097,0.3864290664818468,0.0425787705923122,0.5705070107159994,0.0004851522098416591,0.44333848696486644,0.06807325265234312,0.25732793090579514,0.23126032947699526,0.10194860585381457,0.022999413552273817,0.8750519805939116,0.0,0.24548968385136216,0.042514794476728686,70.20241495010478,74.55815411624553,375140,0
5,2001,51,79.67785685416207,131.76928693079836,0.8415560719789904,0.107318007973074,0.05038232428332753,0.0007435957646080805,0.37556444451641985,0.06263883378272969,0.561302790575902,0.0004939311249483802,0.5239705044845168,0.056231224544328294,0.14934803790584,0.27045023306531496,0.07259033136570607,0.07210854608809249,0.8553011225462015,0.0,0.1778044086726748,0.032670979792009114,83.3284731920578,91.94072452393738,740994,0
0,2002,01,66.15830619869605,96.34047650623599,0.8976036303040438,0.07091951173102537,0.029585594104792164,0.001891263860138731,0.32971994303144225,0.05013867346291566,0.6192937743975921,0.0008476091080499801,0.4813295354294841,0.06815180852106625,0.1864019281665696,0.26411672788288004,0.10599150084472608,0.02403865558816576,0.8699698435671082,0.0,0.21254230837979807,0.03676144128144659,75.39638099888771,76.59689436122657,346858,0
1,2002,13,83.9332236863744,131.0631420634974,0.871545958170478,0.09957808453058552,0.028078161628486444,0.0007977956704500506,0.3325757626546707,0.04150213527664738,0.625383534123084,0.0005385679455979333,0.4940299408022204,0.061085002111812066,0.15108059970993312,0.2938044573760344,0.13704654701966332,0.0600480912124036,0.802905361767933,0.0,0.1978510915498466,0.04259826630285396,100.82456090811543,109.6867327667611,894966,0
2,2002,27,81.3421769020457,137.91370645904436,0.9490813737993857,0.0396561928625688,0.009555203787905855,0.0017072295501395765,0.2454558023279838,0.04511031747634501,0.7081196707330524,0.0013142094626188187,0.5751142166084386,0.06190299394314102,0.10723079289084139,0.255751996557579,0.016568981239116216,0.046188404198635145,0.9372426145622487,0.0,0.17190356871560103,0.0370339876936556,120.05515994939454,126.71476510067114,643733,0
3,2002,37,78.57953716729757,120.00808628411104,0.9007722585076428,0.06662915624358458,0.03151255712102434,0.0010860281277483355,0.34008267500006334,0.03621910142260814,0.6231647138436271,0.000533509733701341,0.5068557901646656,0.07195791736048276,0.1747453473135694,0.24644094516128215,0.08802276984060604,0.04627468274545883,0.8657025474139352,0.0,0.1894289038085752,0.04206109636883898,85.63858282992487,87.10942725437619,789114,1
4,2002,45,75.86043059161723,114.10105180957781,0.9396112075351606,0.03653386891024184,0.0224616034680566,0.0013933200865409558,0.3366405742297293,0.031883228544608976,0.6309520307439688,0.0005241664816929508,0.4843538979533438,0.06934241175416592,0.20054983994202077,0.24575385035046948,0.0992867591802678,0.029147400428425868,0.8715658403913064,0.0,0.22586761587154713,0.04024582338263886,84.77736863292998,89.02212771612732,373927,0
5,2002,51,89.56990846331372,151.31461751736512,0.874393147940357,0.0812647707622669,0.04352582452053347,0.0008162567768425929,0.32407417817783607,0.04225309356821141,0.6331622866882686,0.0005104415656839355,0.5424824549765804,0.05836685682676243,0.12593402936275755,0.2732166588338996,0.06934135048896704,0.08713260012637364,0.8435260493846594,0.0,0.16789367524673215,0.0346740482063713,103.75220486308754,115.3519130998703,889426,0
0,2003,01,70.16999044764799,104.96571586260063,0.8937353809494608,0.06867559067534539,0.03497621529754969,0.002612813077644132,0.2900332022181535,0.03993464682125993,0.6693773051012274,0.0006548458593592585,0.47706725420284013,0.06409385977976154,0.18135726112361913,0.2774816248937792,0.13204890099781863,0.027179388343305678,0.8407717106588757,0.0,0.21371190286380082,0.04395789713444708,89.42473867595818,90.51003936027104,456596,0
1,2003,13,81.47754488403433,139.93855166638576,0.8667729675688125,0.09656822214829594,0.03492487608767971,0.0017339341952118709,0.30824937944568814,0.029095680518433087,0.6622172650430924,0.0004376749927863043,0.5225257023757105,0.05125650666527834,0.12984475773894982,0.2963730332200614,0.16362073697056548,0.07120778002596048,0.765171483003474,0.0,0.15273004188796754,0.04590469450550226,117.81382342575527,126.56549152281727,1133261,0
2,2003,27,78.21108347453804,149.47044749814637,0.9571322311896093,0.032192577467090845,0.008937644943586003,0.0017375463997138438,0.2124508761166134,0.035558703484805054,0.7508012611720561,0.0011891592265253572,0.5638545340840987,0.051304403442402766,0.11024951024169306,0.27459155223180554,0.018344320817156107,0.0536163942891931,0.9280392848936508,0.0,0.16335186558236822,0.043021743610638,138.24660484204267,147.63078490212814,844294,0
3,2003,37,79.29301204637311,128.39350004209817,0.8858356982601073,0.06738084978876623,0.04551357294622825,0.0012698790048982463,0.29073988777122367,0.02627223154985662,0.6825243055039647,0.000463575174955054,0.5253267561129024,0.05895230029369666,0.15538187995582167,0.2603390636375793,0.10200932103076138,0.05330718293884869,0.84468349603039,0.0,0.17586338399972265,0.04412185687611746,99.33601626657354,101.49834990907662,1009545,1
4,2003,45,76.54843429424683,122.57206924931172,0.9325094937898708,0.03720646538578835,0.0284166154900216,0.001867425334319267,0.31424757798694053,0.02656172321163736,0.6586935542493326,0.0004971445520894693,0.5034988114485288,0.06133259806071848,0.17488626251738962,0.2602823279733631,0.11629840370644241,0.040308396729707936,0.8433931995638496,0.0,0.19173277853672394,0.04259985712316234,94.05373192866247,97.17485534961263,478734,0
5,2003,51,88.55522653817815,165.06263359287559,0.877878029957129,0.06790498086768194,0.0533765409900318,0.0008404481851572002,0.2609882539284892,0.032442108070322884,0.7062092150294763,0.00036042297171164545,0.5436374435828952,0.0602924598059696,0.10265347270765737,0.2934166239034778,0.08805795859984565,0.09897651189759463,0.8129655295025597,0.0,0.1379005765959424,0.036715463842545266,124.67556243150905,135.23284837012744,1237435,0
0,2004,01,67.10501470100226,101.99351352956019,0.9125736592896053,0.05826443623121719,0.026034940849920588,0.003126963629256901,0.38029716049932466,0.06679184416638217,0.5529109953342932,0.0,0.4016614468144058,0.07689015550706783,0.21379624269591763,0.3076521549826087,0.16870513029839743,0.15977200872779088,0.6715228609738116,0.0,0.3230371129021884,0.06484243962535809,90.00558278449992,91.24611804204342,404226,0
1,2004,13,77.15010530840306,134.55275734128722,0.8974670156551736,0.07610827499247783,0.025713247776808366,0.0007114615755402126,0.4155378377807229,0.055497021823857406,0.5289651403954196,0.0,0.4430413120679783,0.06113236103605711,0.19185612978991254,0.30397019710605205,0.21938576815208172,0.18896097426964495,0.5916532575782734,0.0,0.3019203424676144,0.08221255493197843,116.74660947181421,118.8158071899825,993729,0
2,2004,27,77.2090866614353,156.19862603658927,0.9633864259078344,0.028032809926963727,0.00659911953898131,0.001981644626220525,0.3448321935695458,0.06770561298237517,0.587462193448079,0.0,0.48530511600950216,0.06139280812231363,0.14432515630178608,0.3089769195663981,0.03173407786718122,0.1787367102269868,0.7895292119058319,0.0,0.26070252946004524,0.0701123915257796,150.0163671458999,154.56582106174977,576289,0
3,2004,37,74.90548071494214,125.2810695184479,0.9081938467644894,0.05582979749640136,0.0344954492585419,0.0014809064805673417,0.41984012741573656,0.05057691293174264,0.5295829596525208,0.0,0.454361954143398,0.060646825785608954,0.20914946478859087,0.27584175528240223,0.14122371359595243,0.1871418630532046,0.671634423350843,0.0,0.2754159475666157,0.06626020242823444,100.40352901472171,97.96182135274492,796134,1
4,2004,45,75.55581096555863,122.50571040978781,0.9389490388799304,0.035626711715170595,0.023225575264276023,0.0021986741406230005,0.4488008395403005,0.054477974864982466,0.49672118559471706,0.0,0.43898999206532036,0.06271468427653638,0.21064526862730043,0.28765005503084284,0.15436791317924697,0.16814866006296553,0.6774834267577875,0.0,0.27723258849727406,0.0641275691724897,96.6602315532905,95.3888401053724,390690,0
5,2004,51,84.20998016868595,172.9231010740953,0.9281656120979164,0.041126175105222824,0.02951856295113408,0.0011896498457266895,0.3845367587759245,0.0648981073934832,0.5505651338305922,0.0,0.48338703141237316,0.05826776550456801,0.1490753632143416,0.3092698398687172,0.12816621394438135,0.22752304068883333,0.6443107453667853,0.0,0.23673630698984485,0.06698952385920003,132.10477098428032,145.35948730234787,996932,0
0,2005,01,70.69650811430651,108.10871969777715,0.933780983171682,0.04553238355775038,0.017721249156215584,0.0029653841143520328,0.42965384114352034,0.08182754822894092,0.48851861062753876,0.0,0.39352447270875524,0.06529766345732524,0.22049715185750998,0.32068071197640957,0.18319773569711395,0.14170841179048094,0.6750938525124051,0.0,0.27257374971873854,0.05961558958325932,95.62527589023479,92.53675009932459,422205,0
1,2005,13,81.66846228816988,138.21455979211936,0.9336652397119279,0.050018245027688236,0.015754863101620036,0.0005616521587638105,0.4597382943629365,0.05801918804859678,0.4822425175884667,0.0,0.41683691025439895,0.05644170821997003,0.19748400634805618,0.32923737517757484,0.24165084130812947,0.19680360982856607,0.5615455488633044,0.0,0.2698504601127291,0.07281456204566197,123.59025750232064,115.39361258912736,1153739,0
2,2005,27,82.64380670831169,161.351547316246,0.9764429661514381,0.017990608491488945,0.0036392095480336528,0.001927215809039327,0.3864964455749038,0.06685906215352508,0.5466444922715711,0.0,0.452675601643514,0.05908498010826322,0.15478543011804605,0.33345398813017674,0.039987282332224615,0.17203254418574318,0.7879801734820322,0.0,0.24808256701232637,0.0648780408269745,154.45611682900218,147.79128446131034,613320,0
3,2005,37,78.50854710917373,130.69565458199483,0.9338692576709445,0.041126842710878915,0.02386453291616838,0.0011393667020081339,0.45798585286345006,0.05684739042072924,0.4851667567158207,0.0,0.44639550944837925,0.062398412120691485,0.20372961743050202,0.2874764610004273,0.14871561271478984,0.18364488833528125,0.6676394989499289,0.0,0.22960499693682165,0.057213615432089,108.7854547781738,103.74676492087639,884702,1
4,2005,45,81.98244086892548,135.4164580312135,0.9565373313639043,0.025193151228390262,0.016592962503894405,0.0016765549038110245,0.48732161388581946,0.058683904400508344,0.45399448171367224,0.0,0.4286533991702398,0.05879821496213183,0.20515159597716479,0.3073967898904636,0.1527054620276004,0.17132911803798248,0.6759654199344172,0.0,0.24169511355969814,0.059094077592216125,107.36640916973468,103.95740565143183,446153,0
5,2005,51,89.4470978399385,199.3555472749207,0.9638615498553735,0.020830868550614605,0.014241863888099641,0.001065717705912218,0.39532723775100026,0.0740683121323204,0.5306044501166793,0.0,0.48028282508349207,0.058053667829578326,0.15014043439175373,0.3115230726951759,0.14221276159689972,0.2192006185634237,0.6385866198396766,0.0,0.1944524921864447,0.06631018533613425,160.06070826306913,172.94506961127266,1073455,0
0,2006,01,76.39067136080095,114.39544006062431,0.9378989400460511,0.04227428615841988,0.017555790884978967,0.002270982910549991,0.445289957154932,0.08574114195221949,0.4689689008928485,0.0,0.41033625120228506,0.05947060595167543,0.2073176655752995,0.32287547727074,0.17703951267378484,0.14386130245120424,0.679099184875011,0.0,0.2067250240457014,0.04837557928280659,101.14190713412914,97.37862127830496,411716,0
1,2006,13,86.94635310004463,142.34260136246712,0.9428977472499329,0.04181508332892026,0.014798403654544176,0.0004887657666026265,0.48480702433671535,0.058637133523341385,0.45655584213994327,0.0,0.4086559288676521,0.06212968179872747,0.20133937446663328,0.3278750148669871,0.25188192183046687,0.18701497810971793,0.5611031000598152,0.0,0.21313225932192648,0.0504053804169007,131.7548013669894,123.31249892354593,1151881,0
2,2006,27,87.8167127887919,160.05843692248197,0.9754844179361992,0.019025326198913475,0.0034730098054891402,0.0020172460593981356,0.39364744116520595,0.07461765285519334,0.5317349059796007,0.0,0.4302163008355303,0.07128222480859403,0.16836846626086246,0.3301330080950132,0.04431991849210392,0.17378807203334684,0.7818920094745493,0.0,0.19703567085981163,0.044470514741699545,160.6014833267282,151.27308833981354,537862,0
3,2006,37,85.47380634375111,136.6039408509727,0.9390117729183216,0.036814592118071414,0.022952034621830836,0.0012216003417761254,0.49289873975719845,0.056912070839221306,0.45018918940358027,0.0,0.4493676121792874,0.06579870338115858,0.19526680862010157,0.28956687581945245,0.1458928504650127,0.17354997285962134,0.680557176675366,0.0,0.17638979703076324,0.044266580844898686,115.03900934759564,109.9370504057548,882449,1
4,2006,45,88.64770083112111,142.88635404791611,0.9589979623528989,0.02427672504331122,0.01568629211062539,0.001039020493164457,0.5046026588152922,0.05887857598089818,0.4365187652038096,0.0,0.42942963834008063,0.06507454915935837,0.2026808075186485,0.3028150049819125,0.1574217031857311,0.16029864545838082,0.6822796513558881,0.0,0.20296580882022927,0.04720474313977182,114.07493034363806,111.80033277870216,445612,0
5,2006,51,94.63741592448777,201.3562860474139,0.9659799633272547,0.01843562369231787,0.014513705160350526,0.0010707078200769746,0.3821895573906409,0.07795514857073539,0.5398552940386236,0.0,0.444598389326607,0.060342606451716393,0.16468649213861858,0.33037251208305807,0.1568165891539704,0.2172033071638173,0.6259801036822124,0.0,0.18694678842793425,0.05333187631520114,172.5965174769673,173.79743218602553,997471,0
