,year,state_code,applicant_income,loan_amount,conventional_loans,FHA_loans,VA_loans,FSA_RHS_loans,purchase,improvement,refinancing,multifamily,loans_originated,loans_approved_not_originated,loans_denied,other_loans,race_black,race_other,race_white,race_msrpd,subprime,subprime_originated,subprime_amount,subprime_amount_originated,total,elapsed_time,prime,prime_originated,prime_amount,state,population,sthpi,mh_income,did_NC,did_GA,did_MN,did_SC
0,1990,1,60.58632057439671,51.9456813158611,0.666033021109595,0.263601661786574,0.0702120157593782,4.5990403335837296e-05,0.69456240131226,0.179485214085328,0.0948782020818323,0.00275942420015024,0.618923517959253,0.0359031748708436,0.163971118026705,0.181202189143199,0.107464242461406,0.0151155125630452,0.729837040670847,0.147583204304702,9.19808066716745e-05,4.5990403335837296e-05,143.666666666667,90.0,65231,0,0.9999080191933283,0.6188775275559172,51.93724396956596,AL,4050055,146.865,23357,0,0,0,0
1,1990,13,83.59895333265821,82.6221694445995,0.601734033688192,0.315243953821522,0.0823853262548805,0.000102993361609693,0.704081346029606,0.125062030092788,0.144537138469893,0.00410100839864049,0.569721824293325,0.0127337247081075,0.114912502457796,0.302631948540771,0.117815042648615,0.0294467383874985,0.604599121747517,0.24813909721637,0.00206923026506746,0.0005149668080484629,89.4796380090498,99.4,106803,0,0.9979307697349326,0.5692068574852766,82.60795034050365,GA,6512602,160.07999999999998,27561,0,0,0,0
2,1990,27,97.1408449757483,70.4355597595849,0.535947778873626,0.331577716545841,0.0449004077233582,0.000416874256489512,0.608839767770536,0.225823835039806,0.1217781212189,0.00422974855364968,0.616638366666328,0.0158107187522242,0.084625474067371,0.282925440514077,0.0117029821760836,0.0260393895334059,0.723683541601001,0.23857408668951,0.00017285030147126101,3.0502994377281396e-05,83.2352941176471,45.0,98351,0,0.9998271496985287,0.6166078636719508,70.43334693915574,MN,4389857,139.6175,31465,0,0,0,0
3,1990,37,82.2514991481554,64.7887818335329,0.707265481021507,0.232517180960681,0.0599903768463291,0.00014525514974898101,0.633657433886211,0.113090212526441,0.131846283737778,0.00444843896106254,0.684732775916696,0.021143702735336,0.118582672876324,0.175540848471643,0.099354522428303,0.0281976559450209,0.713611315376165,0.158836506250511,0.000680883514448348,9.98629154524244e-05,78.0,136.636363636364,110151,0,0.9993191164855516,0.6846329130012436,64.77978040395254,NC,6664016,161.965,26329,0,0,0,0
4,1990,45,60.8715211865396,62.329775265621,0.671941119027813,0.245216825201635,0.0827154689138848,1.80838366667872e-05,0.66452674599443,0.139137039314261,0.0958262504973055,0.00264024015335094,0.616333321277442,0.0185901840934573,0.130890809794206,0.234185684834895,0.0943614597272958,0.023201562443488,0.713479691851423,0.168957285977793,0.00047017975333646795,0.000180838366667872,140.076923076923,174.2,55298,0,0.9995298202466635,0.6161524829107742,62.293202935271204,SC,3501155,160.9825,28735,0,0,0,0
5,1990,51,78.64021281073249,101.04093395908801,0.659708906796951,0.217419191953654,0.122394251830421,2.7294252512777103e-05,0.657204659128904,0.172567911512033,0.143615533159105,0.00494708326794085,0.586369250295119,0.007976745296859109,0.0902552694966258,0.315398734911396,0.0697299916070174,0.0533261458468383,0.587283607754297,0.289660254791847,0.00828380563762786,0.0025724832993292398,56.3962108731466,24.122015915119402,1465510,0,0.9917161943623721,0.5837967669957898,10.06571411288312,VA,6216884,188.33749999999998,35073,0,0,0,0
6,1991,1,49.614882535661,55.736111308500206,0.687335673578443,0.208518681693504,0.104117220698378,2.8424029674686998e-05,0.605218651848273,0.184741980870628,0.208007049159359,0.00201810610690278,0.629506985205293,0.0218580788198343,0.149211943777269,0.199422992197604,0.101502209968307,0.0155621562468911,0.726134474084391,0.156801159700411,0.00451942071827523,0.00123644529084888,38.4088050314465,49.816091954023,70363,1,0.9954805792817247,0.6282705399144441,55.81477621529017,AL,4099156,151.53,24346,0,0,0,0
7,1991,13,59.1375597494301,84.8098245787175,0.643153799972038,0.273231189295436,0.0833847343185874,0.000230276413938302,0.618086567483326,0.109200365152599,0.27126561561932,0.00144745174475504,0.59070834669759,0.0187099586324871,0.113090391716628,0.277491302953295,0.121882016234487,0.038464385285337105,0.637882114924379,0.201771483555797,0.00896433182831249,0.00509075357956461,79.948623853211,89.2504038772213,121593,1,0.9910356681716875,0.5856175931180254,84.85379617104968,GA,6653005,161.685,27212,0,0,0,0
8,1991,27,68.0368137996406,73.9900165671487,0.667388603182273,0.289252062264867,0.0432557898733303,0.000103544679529217,0.503813895695993,0.185776412522003,0.309331101370241,0.00107859041176268,0.645514789631726,0.0157991923514997,0.0896438063024195,0.249042211714355,0.009923031788216621,0.0236081869326614,0.757274013736928,0.209194767542194,0.0019414627411728199,0.000845614882821938,52.328888888888905,55.979591836734706,115892,1,0.9980585372588272,0.6446691747489041,74.03215264509325,MN,4440859,143.59249999999997,29479,0,0,0,0
9,1991,37,51.88727312574,68.8881006953887,0.800442873237248,0.138292995610116,0.0607824093858047,0.000481721766831125,0.61957965890991,0.106864535177344,0.272266034730585,0.0012897711821607599,0.642259430480556,0.0401460704712327,0.161796356007925,0.155798143040286,0.10687230488326,0.0271784312963754,0.76007925100035,0.105870012820015,0.00142185618274348,0.00095567382774562,108.338797814208,118.008130081301,128705,1,0.9985781438172565,0.6413037566528104,68.83192760772475,NC,6784280,165.375,26853,0,0,0,0
10,1991,45,52.9758744973487,63.56098145014529,0.785766737971329,0.139523003735513,0.0744388748762811,0.000271383416876856,0.63329714887775,0.134574247310111,0.230691868075732,0.00143673573640688,0.599230548194502,0.0364930877047348,0.165974905015804,0.198301459084959,0.106717537754222,0.0182465438523674,0.727818396602918,0.14721752179049202,0.0010855336675074199,0.000830113981035088,120.705882352941,133.076923076923,62642,1,0.9989144663324926,0.598400434213467,63.49888132451178,SC,3570404,165.45999999999998,27463,0,0,0,0
11,1991,51,67.1315955020572,105.879890849061,0.68009904893313,0.186154092544227,0.13363598285123,0.00011087567141378798,0.594164243827921,0.114965751737052,0.29009387473513,0.000769969940373528,0.593696102104174,0.0136561868624649,0.0948787759325876,0.297768935100774,0.0765288523136057,0.0554747942640319,0.626373626373626,0.241622727048736,0.00391144729709752,0.0014105849307643,104.47401574803101,106.061135371179,162344,1,0.9960885527029025,0.5922855171734097,105.88541144896078,VA,6301217,188.37499999999997,36137,0,0,0,0
12,1992,1,53.206021987275804,61.2879856348644,0.798749947564915,0.127555686060657,0.0734426779646797,0.000218129955115567,0.49219346449096,0.113192667477663,0.393707789756282,0.000906078275095432,0.637719703007676,0.0285414656655061,0.150476110575108,0.183262720751709,0.0941566340870003,0.0176014094550946,0.745442342380133,0.142799614077772,0.0231049960149335,0.00602374260665296,23.1365286855483,27.316155988857897,119195,2,0.9768950039850665,0.631695960401023,62.19032340625432,AL,4154014,157.5975,25808,0,0,0,0
13,1992,13,63.9184550293807,89.4238261178273,0.728970085390235,0.189624245595022,0.0810599973841066,0.000345671630635849,0.460088940376315,0.0676628860778415,0.471486761710794,0.000761411835049235,0.58898241745922,0.0176152394476728,0.096381658850128,0.297020684242979,0.0864599488032288,0.035104355462546,0.635606046450793,0.242829649283432,0.0344176834395262,0.0263551262168576,99.0947339847991,103.618397731301,214076,2,0.9655823165604738,0.5626272912423623,89.07911159703544,GA,6817203,165.885,28797,0,0,0,0
14,1992,27,61.260541084733106,83.0847080784191,0.735340396004769,0.222395965676981,0.0415257715838236,0.0007378667344266139,0.358119465999492,0.115278239283829,0.525835108774262,0.000767185942417076,0.642501123902973,0.0117570024041751,0.0679716971912199,0.277770176501632,0.00772072477082152,0.0218037176755732,0.746642950685092,0.223832606868513,0.000249213267918923,9.773069330153829e-05,100.921568627451,101.05,204644,2,0.9997507867320811,0.6424033932096714,83.08026178803772,MN,4495572,148.37,30981,0,0,0,0
15,1992,37,54.414486666762,72.1085086225046,0.826789097938638,0.105647214194116,0.0668172335253699,0.000746454341876089,0.489262541389936,0.0591947863035198,0.450542614886979,0.00100005741956476,0.664885065171206,0.0341885658506709,0.124552605891247,0.176373763086876,0.0937996439986985,0.0264129997894616,0.761761440848278,0.118025915363562,0.0126179493559439,0.00312458131567363,44.775123246113004,59.102603369065896,208988,2,0.9873820506440562,0.6617604838555324,72.45780732829014,NC,6897214,170.1875,27771,0,0,0,0
16,1992,45,53.723276247361,67.2649590478387,0.82506850102512,0.0956140182797141,0.0787522274808868,0.000565253214278871,0.490151181283412,0.0703500737703347,0.438722719346989,0.000776025599264213,0.612820709344881,0.0330050393761137,0.137768495276782,0.216405756002223,0.0915901818390849,0.0181647473605549,0.687194619555845,0.203050451244515,0.0143037804901416,0.00359271110770469,42.2538513060951,62.8906666666667,104378,2,0.9856962195098584,0.6092279982371763,67.62790392666871,SC,3620464,170.79,27578,0,0,0,0
17,1992,51,67.7727248570005,113.145454077392,0.740439992056312,0.123645711511728,0.135818677964356,9.56184676037277e-05,0.4054590789734989,0.0717322388696426,0.521808365880389,0.0010003162764697698,0.634605058952463,0.0131696050957288,0.0797641901483557,0.272461145803453,0.0626742278808741,0.055903704847856305,0.641118147649625,0.240303919621645,0.0123237494207727,0.00736997727222578,111.82960310355101,122.733532934132,2719140,2,0.9876762505792273,0.6272350816802372,11.190520323927963,VA,6414307,191.65,38198,0,0,0,0
18,1993,1,53.3009353141264,66.05232521662751,0.79237220196725,0.134486821100182,0.0727993921184533,0.000341584814115121,0.481341800918793,0.090840647198656,0.42716226672894203,0.0006552851536086,0.666153127592385,0.0328060843923624,0.145563928643629,0.155476859371623,0.103263180642598,0.0176508724354997,0.791528696609945,0.0875572503119576,0.0184176954875949,0.0112095587979003,59.08932626797879,64.0988805970149,143449,3,0.9815823045124051,0.6549435687944847,66.18297385783377,AL,4214202,164.34,25082,0,0,0,0
19,1993,13,63.248410265332296,90.0896636190151,0.698200603833775,0.217237745307471,0.082724515081603,0.0018371357771511602,0.40028197897974893,0.066311344669458,0.5326803668575011,0.000726309493292318,0.627057876897662,0.0235872568287334,0.100536899370532,0.248817966903073,0.101996639038423,0.0355500014241363,0.683033552650318,0.179419806887123,0.048431313908114705,0.034887778062605,89.14283613908701,94.4026941524645,280872,3,0.9515686860918853,0.592170098835057,90.13785362312876,GA,6978240,170.4725,31663,0,0,0,0
20,1993,27,64.1644619454323,89.8005967794488,0.682527052286797,0.262973950920035,0.0534494881072831,0.00104950868588479,0.28769914084338,0.112386603330304,0.598995078284431,0.0009191775418860289,0.738648328846055,0.0145833690600724,0.0614031176581551,0.185365184435718,0.00931524702896438,0.0255894911940734,0.823627664500197,0.141467597276765,0.005415602009843429,0.00195839692692882,149.774540848638,124.00700525394,291565,3,0.9945843979901565,0.7366899319191262,89.47403322919037,MN,4555954,153.925,33682,0,0,0,0
21,1993,37,56.53355313014,76.891292142189,0.782300998310797,0.140311902074277,0.0760021135048154,0.0013849861101104,0.444524501445029,0.0647861277229387,0.489972860676802,0.000716510155230524,0.721165469814508,0.0364259352659093,0.113825043430923,0.12858355148866,0.096244526102585,0.0341483135992827,0.793064662039372,0.0765424982587602,0.0103193473753312,0.005656027091289,75.899922420481,87.8379334748762,249822,3,0.9896806526246688,0.715509442723219,76.9016291013974,NC,7042818,174.68,28820,0,0,0,0
22,1993,45,56.3861011467185,69.4534636423068,0.818612888009864,0.106635992750805,0.0745276851399773,0.000223434099353696,0.437881182711166,0.0668067957067552,0.494757574002201,0.000554447579877691,0.708981223260317,0.0415421918057613,0.136162395213545,0.113314189720376,0.106635992750805,0.0245032728957887,0.773181287807946,0.0956794465454606,0.018892594400907,0.009169073410514641,60.975908891809,70.4575812274368,120841,3,0.981107405599093,0.6998121498498023,69.61671080821202,SC,3663314,175.335,26053,0,0,0,0
23,1993,51,66.2366113727408,109.471794570627,0.660063719516671,0.179324925489275,0.160405808166082,0.000205546827971987,0.338946719325806,0.0646356682474197,0.595815653859142,0.000601958567632247,0.726020760229625,0.0130727782590184,0.0678744989796068,0.19303196253175,0.0733831539692561,0.0645123401506365,0.720917326129406,0.141187179750701,0.0189161809399363,0.0140153572844328,105.654299906861,111.25539492981399,340555,3,0.9810838190600637,0.7120054029451922,109.54539931101155,VA,6509630,193.71,36433,0,0,0,0
24,1994,1,48.454698031571894,62.0363976611703,0.802529723879812,0.122878744607615,0.0722917825309264,0.0022997489816471,0.613867636669723,0.107336650182627,0.277653354176374,0.0011423589712756801,0.591178283154714,0.0434622495453111,0.178989613551985,0.18636985374799,0.151971320777405,0.0190969351711284,0.743382585038104,0.0855491590133626,0.05656931563679,0.0237340107321619,41.236614853195206,45.1779607346422,133058,4,0.94343068436321,0.5674442724225521,63.28357935490038,AL,4260229,170.2625,27196,0,0,0,0
25,1994,13,54.6510882964161,83.2810406461518,0.71578862307938,0.203831043147335,0.0774058496904305,0.00297448408285458,0.598848686109198,0.0935327097049758,0.306895185029841,0.0007234191559853321,0.556836503422773,0.045240633068721,0.141247590206136,0.25667527330237,0.164597097857833,0.0393186007226496,0.638906097884769,0.157178203534749,0.0863908695267377,0.0370521438988445,61.3465324484433,79.0332329421539,259877,4,0.9136091304732623,0.5197843595239285,85.35516750482256,GA,7157165,174.265,31467,0,0,0,0
26,1994,27,55.617040337716,78.61045649672509,0.737818640467339,0.212449106036467,0.0477684103381129,0.00196384315808108,0.4562035315985129,0.204826075411577,0.337272083554611,0.0016983094352982801,0.681315277040184,0.0296623296158612,0.102562400424854,0.186459992919101,0.0166290493892724,0.0332857585413347,0.769035448751992,0.181049743317401,0.0253695344308727,0.00936559568065144,60.5837331007414,69.9651506202008,180768,4,0.9746304655691272,0.6719496813595326,79.07969032023703,MN,4610355,160.29749999999999,33644,0,0,0,0
27,1994,37,48.475777970676404,67.3138267623299,0.81534584433694,0.108111897917689,0.0746648281879299,0.00187742955744078,0.611107216029042,0.101743438734254,0.286214525540053,0.000934819696651008,0.593953274595496,0.0684521722872701,0.176303099706311,0.161291453410923,0.141687505355738,0.0359827681569251,0.708601120225603,0.113728606261734,0.0587417326883077,0.0151869249885095,44.1470724753001,48.4549884585791,256734,4,0.9412582673116923,0.5787663496069865,68.75960985379862,NC,7187398,182.3475,30114,0,0,0,0
28,1994,45,47.6352908728175,60.6354496776309,0.845809201180199,0.0940796718307373,0.0598253238401856,0.000285803148878223,0.598396139976295,0.0983499071139766,0.302404949438061,0.0008490034716676611,0.570917007809151,0.0727537133394417,0.202230945756244,0.154098333095164,0.16025991274598,0.0336154938930592,0.691374629086355,0.114749964274606,0.0640787471734909,0.019266494624379,36.025974025974,41.3019197207679,118963,4,0.9359212528265091,0.551650513184772,62.32036105622418,SC,3705397,179.79250000000002,29846,0,0,0,0
29,1994,51,60.8638964179065,102.079320113314,0.664821182562576,0.1847564736603,0.149798154023439,0.00062418975368512,0.503687890349436,0.114555440238448,0.381051224187538,0.000705445224579041,0.613231345405927,0.0342233269683215,0.102965455344579,0.249579872281173,0.115995878131567,0.0665186832181599,0.643262628762221,0.174222809888052,0.0406018814334943,0.015002714671414,81.48339852633491,100.704825209257,270751,4,0.9593981185665057,0.598228630734513,102.95094280060673,VA,6593139,195.03499999999997,37647,0,0,0,0
30,1995,1,46.752325114456504,58.1790775473539,0.837657007449626,0.10801183266994,0.0505056762742578,0.0038254836061765297,0.68077346012669,0.107183236018399,0.211299890036706,0.000743413818204346,0.574240711199219,0.0542692087289172,0.211764523673084,0.15972555639878,0.158300679913888,0.0193674787430111,0.722985425991606,0.0993464153514953,0.0419486734709681,0.0139622407731504,38.119808011814705,41.381586245147,129134,5,0.9580513265290319,0.5602784704260686,59.057380958154496,AL,4296800,177.1325,25991,0,0,0,0
31,1995,13,53.4182135260952,80.5747128570951,0.78147431588876,0.151605512252545,0.0643690283002403,0.00255114355845535,0.667564084948996,0.105996858417103,0.225696365641629,0.0007426909922723,0.528925957421525,0.0560843102814428,0.173804546011564,0.241185186285468,0.180481338032092,0.0413641748146058,0.611780564519423,0.166373922633879,0.107266860013888,0.0392697862163979,53.7228415149207,66.0317730496454,269291,5,0.892733139986112,0.48965617120512717,83.8011147854662,GA,7328413,180.715,34099,0,0,0,0
32,1995,27,55.009937674757005,74.6756552710889,0.78676367621541,0.174489329964383,0.0365734116715882,0.00217358214861944,0.555663794940485,0.201686504916436,0.241054522207678,0.00159517793540138,0.6556790161039909,0.04023866784377,0.119839264513379,0.18424305153886,0.018490669426771,0.037352735243082,0.754841852111175,0.189314743218972,0.0463758409692837,0.0124813540747055,53.910200866482896,51.533170731707294,164245,5,0.9536241590307163,0.6431976620292854,75.68550323058457,MN,4660180,167.935,37933,0,0,0,0
33,1995,37,47.631192126769506,66.2359887204794,0.8551079226191708,0.0775985402973315,0.0643077816251633,0.0029857554583342,0.672931915099491,0.0850110929109042,0.240947700899182,0.0011092910904227698,0.547429969520413,0.07283308106464301,0.235670792814835,0.144066156600109,0.152978498413817,0.0404113707520372,0.669137517537858,0.137472613296288,0.100133391389689,0.02891413879616,40.60256764218661,41.505438030357396,289374,5,0.899866608610311,0.518515830724253,69.0883685742594,NC,7344674,191.42499999999998,31979,0,0,0,0
34,1995,45,45.4364912403256,56.617733344148796,0.900436675319057,0.0607086848366861,0.0381651524983777,0.0006894873458792991,0.676698031581224,0.0824072571922994,0.24030661907852,0.000588092147955873,0.49643764871295704,0.083076465498594,0.284210739779364,0.13627514600908502,0.197950465065974,0.0323247890979883,0.641784285096258,0.127940460739779,0.108235993943327,0.0261937594635518,34.7347614289283,35.9630967741935,147936,5,0.8917640060566729,0.47024388924940524,59.27373336163245,SC,3748582,185.8625,29071,0,0,0,0
35,1995,51,58.381189844058,95.7552304033934,0.719017116904818,0.166160371901712,0.114192677649478,0.000629833543991945,0.58487542578033,0.151104350992952,0.263210437241586,0.000809785985132501,0.587990316844834,0.050588058870155696,0.143396388097431,0.21802523618757896,0.133906039118233,0.0620236080464449,0.616564193748795,0.187506159086527,0.058621649992502,0.0172068810385827,69.6129220874141,85.28759960159358,233395,5,0.941378350007498,0.5707834358062513,97.38316804194562,VA,6670693,197.43,36222,0,0,0,0
36,1996,1,47.4819164062265,61.071045501678,0.860328468374048,0.0909085841073041,0.044219469500161694,0.0045434780184861,0.656418289868323,0.0856571039926858,0.257015910535294,0.0009086956036972199,0.543617388977467,0.0546666815328524,0.235441358472053,0.166274571017628,0.146076999409069,0.0179620689270702,0.706680863874054,0.129280067789807,0.0255326740179955,0.0108040004905841,50.4100436681223,52.748710010319904,179378,6,0.9744673259820045,0.532813388486883,61.35038158331331,AL,4331102,184.32750000000001,30302,0,0,0,0
37,1996,13,54.6174272486111,80.3040432875025,0.8189094207555909,0.125123389269802,0.0533987528891886,0.00256843708541812,0.596852391265859,0.0989490993492808,0.303402997237536,0.000795512147324969,0.471779934176221,0.061074960042492,0.203267905693005,0.263877200088282,0.166785912644035,0.0401685127560858,0.569817104966373,0.223228469633507,0.135954966251367,0.0392202040682685,51.7729591836735,56.199802114897004,412313,6,0.864045033748633,0.4325597301079525,84.7933261662227,GA,7501069,189.02,32496,0,0,0,0
38,1996,27,56.899055961314495,75.455997934714,0.829138562659302,0.13877574436349,0.0291475777965366,0.00293811518067155,0.445228943507872,0.161625019464501,0.39162985485629104,0.00151618217133678,0.617143512789202,0.0540293565650688,0.152277961267692,0.176549169378038,0.0156740454199005,0.0361138202053812,0.710343640640239,0.23786849373448,0.0825253858068958,0.0213576796675873,54.1393316450668,56.395433614735204,244034,6,0.9174746141931042,0.5957858331216147,77.37339824471292,MN,4712827,176.43,40991,0,0,0,0
39,1996,37,49.0795222714444,67.8888531315695,0.883940230225688,0.0698340448782656,0.0437391763365777,0.0024865485594688,0.592817254887434,0.0867212750391273,0.319447402783823,0.00101406728961577,0.491968494457358,0.0784883451718358,0.26578055398635,0.163762606384457,0.148792380140951,0.0427552069345533,0.625899463794556,0.18255294912994,0.143108509830433,0.0373422176123577,46.464230246554095,44.8286936573873,431924,6,0.856891490169567,0.45462627684500034,71.46695594846965,NC,7500670,200.4025,35601,0,0,0,0
40,1996,45,46.114112969905904,60.056702989593404,0.919264225798675,0.0518122648100707,0.0270848910516488,0.0018386183396050602,0.63219870152687,0.080605028008286,0.286587483503508,0.0006087869613358991,0.432577865486682,0.0819288332128017,0.321529403593069,0.163963897707447,0.208139767680358,0.0239265533260606,0.5863517317741851,0.181581947219396,0.140025086925789,0.0311625379470396,40.4642700825771,42.83505965648351,244749,6,0.859974913074211,0.4014153275396424,63.246833398264904,SC,3796200,194.1325,34665,0,0,0,0
41,1996,51,59.155775407443706,95.1520713320855,0.744337833990563,0.159594637978763,0.0953890978696081,0.0006784301610665889,0.503552672227371,0.14005645508126,0.355482260868512,0.000908611822857039,0.543592166554605,0.0538564514468129,0.161090818780401,0.241460563218182,0.122680768322157,0.0566428610369078,0.593911089304427,0.226765281336507,0.0904735079079516,0.0226789510985117,62.6897094268881,64.1535790598291,330174,6,0.9095264920920484,0.5209132154560933,98.3812062523726,VA,6750884,201.7225,39211,0,0,0,0
42,1997,1,47.042105691660794,59.51489440533529,0.864028343831049,0.0962022971470915,0.0352306409781401,0.0045387180437199,0.65502500926269,0.102283253056688,0.241848832901074,0.000842904779547981,0.495456650611338,0.0634540570581697,0.286791404223787,0.154297888106706,0.160142645424231,0.0225361244905521,0.663838458688403,0.153482771396814,0.0281956280103742,0.0104344201556132,55.853482260184,59.1540168664004,215920,7,0.9718043719896258,0.4850222304557248,59.62112547180602,AL,4367935,191.17,31939,0,0,0,0
43,1997,13,54.8918140060227,80.3378477969337,0.844502704248267,0.114099946438567,0.0390072207254554,0.00239012858770987,0.561861441003894,0.104066238980641,0.333190368607363,0.000881951408101871,0.43638069694297105,0.0732039804601451,0.244526061865468,0.245889260731416,0.172566478597576,0.0428370645113224,0.522560236475738,0.262036220415363,0.190090732261299,0.047581077108327,56.752902419389,61.489293271265296,496626,7,0.809909267738701,0.38879961983464406,85.8733808692712,GA,7685099,197.5175,36663,0,0,0,0
44,1997,27,59.067274780145,77.9581183588523,0.863861920990481,0.108839952841454,0.0241099961712113,0.00318812999685357,0.417091561122252,0.154482146851106,0.426773468389748,0.00165282363689436,0.578723307466896,0.0651841798999966,0.162098024572484,0.193994488060624,0.0172674579496647,0.041548043716427,0.681482688946931,0.259701809386977,0.145710050759882,0.0382423964426383,60.477586700314795,65.5853489294211,263791,7,0.854289949240118,0.5404809110242578,80.93964606796418,MN,4763390,185.01500000000001,42564,0,0,0,0
45,1997,37,51.919063305334504,82.98913332012309,0.902755085636092,0.0599546115624614,0.0349012408914678,0.00238906190997835,0.55925172636829,0.0831423454680729,0.356673109780947,0.0009328183826910779,0.44267746916465106,0.100557447778995,0.284360056679466,0.172405026376889,0.155513349210563,0.04651940972598689,0.575674190279995,0.222293050783455,0.212482568073309,0.0477232875585582,110.784859015528,83.7113087077441,534938,7,0.787517431926691,0.39495418160609286,75.48948069304228,NC,7656825,210.01500000000001,35840,0,0,0,0
46,1997,45,52.4754308342539,90.9246209510682,0.933567035996395,0.0441373323437417,0.0203738800827016,0.0019217515771616398,0.607409346339395,0.0718304352435986,0.3201439325664,0.0006162858506070081,0.372561363515878,0.110961273392355,0.353065525102052,0.163411837989715,0.223112044743678,0.0240252080793087,0.538391957800986,0.214470789376027,0.193039945925887,0.0433023644171129,203.968297832169,109.913612365139,301808,7,0.806960054074113,0.3292589990987651,63.88245800605222,SC,3859696,202.6225,34262,0,0,0,0
47,1997,51,60.994438819433796,94.8410059978405,0.780276221176607,0.142965607652435,0.0758596773303699,0.0008984938405882769,0.506579759718577,0.125852189881698,0.36671684570864094,0.0008512046910836309,0.508219116901405,0.0580842114665679,0.187175708089334,0.246520963542693,0.112787248743554,0.0570464773524381,0.553043976281864,0.277122297622144,0.146901115761211,0.0315103366199292,59.727412547392504,65.4168751042188,380637,7,0.853098884238789,0.4767087802814758,100.88746339165006,VA,6829183,205.7875,42957,0,0,0,0
48,1998,1,50.964249526852704,68.1332470427498,0.883007619066297,0.0744387026341508,0.0396805940975933,0.00287308420195919,0.550282242116996,0.0823355984611513,0.366744785793432,0.00063737362842098,0.506774137666167,0.0524836325720804,0.268478115204466,0.172264114557287,0.15374432492327,0.0166730404029509,0.65715182239829,0.172430812275489,0.0612957315578392,0.0187159045966079,57.345704687250006,60.517289556409395,305943,8,0.9387042684421608,0.4880582330695591,68.83765451443296,AL,4404701,200.985,36266,0,0,0,0
49,1998,13,59.23044102368421,96.08920946717208,0.866351718468807,0.0865120749266444,0.0447926835817073,0.0023435230228417803,0.464159381596322,0.0581529678887777,0.47700469668450696,0.000682953830393373,0.466417535390365,0.0662272446255251,0.209509856703619,0.257845363280492,0.153503511842227,0.0424643067123622,0.516997426530829,0.287034754914583,0.197719264668017,0.041650545192679696,84.8942163724364,72.3008033323416,726257,8,0.802280735331983,0.4247669901976853,98.8481761295571,GA,7863536,209.525,38665,0,0,0,0
